epoch,binary_crossentropy,loss,val_binary_crossentropy,val_loss
54,2.759408951,0.129390568,2.444883823,0.134970933
55,2.763385057,0.129318386,2.430498838,0.139024049
56,2.775408745,0.127600312,2.402896404,0.138530642
57,2.786948919,0.127116024,2.481314182,0.137077942
58,2.785242558,0.125114068,2.475439548,0.133414239
59,2.807633638,0.123799562,2.487382174,0.135610119
60,2.816308022,0.122913569,2.473721504,0.133102089
61,2.81180501,0.122628473,2.583570719,0.132615879
62,2.836014748,0.121025942,2.501411438,0.129354343
63,2.843567848,0.120773815,2.586438179,0.128853783
64,2.849320173,0.11970295,2.467344761,0.12742722
65,2.837597132,0.119596176,2.495974064,0.128954425
66,2.853440523,0.118787043,2.516139984,0.128068686
67,2.870496273,0.117671788,2.510526896,0.126613498
68,2.858331919,0.116587676,2.581028938,0.127067775
69,2.887124538,0.11553283,2.573059797,0.126095831
70,2.868152142,0.115917034,2.563229084,0.128835008
71,2.892046213,0.114559412,2.562576056,0.124266222
72,2.891668797,0.114296503,2.554776192,0.123095796
73,2.913818121,0.11356616,2.605618477,0.127057135
74,2.923598528,0.112518072,2.577192307,0.12145301
75,2.914048195,0.111779869,2.608686924,0.126124203
76,2.920825481,0.110560969,2.588093281,0.119953558
77,2.924154282,0.110542752,2.602012396,0.119922243
78,2.937439919,0.109215781,2.623914957,0.12018235
79,2.940198421,0.109062977,2.617944717,0.118706785
80,2.940181255,0.108570717,2.625179529,0.119830169
81,2.962955713,0.107754193,2.594805002,0.119560517
82,2.970716238,0.107034162,2.664077759,0.118045487
83,2.977371931,0.105514824,2.644373417,0.122992299
84,2.977778912,0.10625536,2.598849773,0.118056223
85,2.986663818,0.105661869,2.670143127,0.118917562
86,2.980592251,0.10476163,2.642539501,0.116845682
87,2.998843193,0.103986815,2.670501709,0.115158617
88,3.001968384,0.103936806,2.684972763,0.114825331
89,3.0010674,0.103061981,2.677663565,0.112260297
90,3.021963596,0.101553895,2.665344715,0.110978618
91,3.025422096,0.100690506,2.666509151,0.11583855
92,3.034889936,0.101300135,2.682296515,0.112138011
93,3.0471735,0.100836858,2.671098709,0.110876426
94,3.042616844,0.100416288,2.702304125,0.114986576
95,3.046341658,0.09918648,2.683170319,0.115687847
96,3.047692776,0.099716857,2.757733107,0.11010915
97,3.055690527,0.099222325,2.742522717,0.116468109
98,3.066380501,0.097820818,2.69899106,0.109991148
99,3.068226337,0.097427189,2.748476028,0.111417413
100,3.070812702,0.09751007,2.758384943,0.110665165
101,3.074164629,0.096213855,2.738652468,0.110252723
102,3.095002174,0.096430473,2.757430553,0.106960081
103,3.110430002,0.095249608,2.736365795,0.107155785
104,3.086549759,0.094432279,2.758339882,0.114326932
105,3.076799631,0.094947517,2.774391413,0.110895276
106,3.116633654,0.093363069,2.723409414,0.108498767
107,3.11020112,0.093245231,2.783191204,0.107550278
108,3.111429691,0.094030768,2.787338734,0.109286562
109,3.120960474,0.093088418,2.767567158,0.107866071
110,3.116300106,0.091991827,2.777561665,0.104158022
111,3.124415874,0.092219442,2.794354439,0.106504843
112,3.137039423,0.090927809,2.779981136,0.103861704
113,3.141875982,0.090553865,2.830763578,0.102196775
114,3.127315998,0.091106527,2.805487394,0.104701713
115,3.143275738,0.090770744,2.860558748,0.103032134
116,3.172258854,0.089859761,2.806959629,0.102962434
117,3.151947737,0.090441629,2.799704075,0.106450438
118,3.173098564,0.089005515,2.876413822,0.103259958
119,3.175040245,0.088664874,2.848761082,0.102408864
120,3.177796364,0.087846078,2.849887609,0.101606742
121,3.170173645,0.087459564,2.853194714,0.101906314
122,3.199111223,0.087098211,2.85052371,0.102919415
123,3.205972195,0.086807452,2.88026762,0.100196101
124,3.211421251,0.086641096,2.871189594,0.099746272
125,3.198047161,0.085872419,2.850929976,0.099100158
126,3.197053432,0.085532449,2.852043152,0.104743317
127,3.220800877,0.085355222,2.911620617,0.102016672
128,3.230127811,0.084934331,2.897571325,0.100467801
129,3.220125437,0.084509201,2.897156239,0.099407166
130,3.237615585,0.083651483,2.956380606,0.099287271
131,3.251046658,0.082615584,2.922614336,0.099713549
132,3.258440495,0.082670987,2.858183384,0.096770123
133,3.262499332,0.082436495,2.868391275,0.099455036
134,3.268046856,0.082559854,2.914240837,0.098549478
135,3.274147034,0.081883661,2.980501652,0.09601441
136,3.272527695,0.081523463,2.896277666,0.098741919
137,3.274786949,0.082019471,2.880087852,0.098768786
138,3.273121595,0.08146847,2.930691719,0.096644424
139,3.303066492,0.079367504,2.968665123,0.094037421
140,3.302543879,0.080176584,2.928250551,0.10039977
141,3.294993639,0.079285413,2.925166607,0.095562443
142,3.302343369,0.079953864,2.94553566,0.09441071
143,3.289193153,0.079489231,2.914004087,0.097865887
144,3.323268414,0.078717873,2.938439369,0.095273748
145,3.341719866,0.078326784,2.967170715,0.09290731
146,3.313577652,0.079009816,2.961470604,0.091964185
147,3.328336477,0.077481776,2.966815472,0.092537738
148,3.346837044,0.076927848,2.957187414,0.094042219
149,3.337676287,0.077348754,3.010267019,0.090548433
150,3.340775251,0.076583788,2.989257574,0.090582252
151,3.35219717,0.076715618,3.018570423,0.092029706
152,3.364151001,0.07552354,3.035253048,0.092801213
153,3.343533039,0.076810472,2.962835789,0.091853455
154,3.3729074,0.075085461,3.009191275,0.087169454
155,3.362894058,0.074731618,2.99641037,0.090429708
156,3.384447575,0.074272946,2.986223698,0.091069445
157,3.386471748,0.073687576,2.983881712,0.091417663
158,3.392753363,0.074060552,3.058877468,0.093633786
159,3.398627996,0.073973686,3.040204763,0.088601828
160,3.413461685,0.072991461,3.076170444,0.086917028
161,3.410721779,0.071771085,3.050444365,0.088930622
162,3.410767555,0.072917283,3.080176115,0.091495618
163,3.425019026,0.071992703,3.026766062,0.086930133
164,3.41524744,0.071892805,3.068440676,0.089775562
165,3.420059919,0.071959756,3.044340134,0.0885465
166,3.433804512,0.071519218,3.075976849,0.08596459
167,3.448628902,0.07074675,3.089519739,0.089023754
168,3.445786953,0.069920488,3.091384172,0.08773765
169,3.447594881,0.070616864,3.095549107,0.086165786
170,3.457321882,0.069963843,3.06960845,0.086774081
171,3.477422714,0.069979794,3.119283199,0.086540155
172,3.461586714,0.069872707,3.094292402,0.085414611
173,3.441738605,0.06911692,3.083174706,0.092256486
174,3.445179701,0.069677472,3.112619162,0.082836285
175,3.487320662,0.068056166,3.115032196,0.086104892
176,3.47543478,0.069301941,3.089036226,0.084867164
177,3.494910479,0.067816436,3.080353737,0.086635865
178,3.486184597,0.067721792,3.154920578,0.084977135
179,3.468186378,0.067917801,3.123007298,0.085561037
180,3.491911888,0.067224458,3.123180389,0.08586964
181,3.50595665,0.066723049,3.180764675,0.084131502
182,3.496863365,0.067184933,3.140126705,0.081674591
183,3.500184298,0.067229107,3.133022785,0.083496064
184,3.540473938,0.06633424,3.134222984,0.084014349
185,3.53231144,0.066250935,3.130241632,0.084396943
186,3.520829439,0.066153929,3.172405958,0.081689432
187,3.541892767,0.065026715,3.149169922,0.083656169
188,3.527619123,0.065191068,3.201506853,0.082647935
189,3.530818462,0.066191941,3.190500498,0.077618122
190,3.533936262,0.066067897,3.20617795,0.084490791
191,3.537740469,0.065415226,3.184049845,0.080782741
192,3.55406189,0.06441471,3.228170395,0.079588234
193,3.563398361,0.063954465,3.211891651,0.082730904
194,3.538491488,0.064617828,3.156792641,0.082632318
195,3.555670738,0.063618794,3.184142113,0.08429452
196,3.569924355,0.06361153,3.142562151,0.081765085
197,3.574059486,0.064040229,3.237990141,0.079072252
198,3.585423946,0.062954016,3.203517437,0.080887765
199,3.569487572,0.062948406,3.171155453,0.081563048
200,3.592410088,0.062373523,3.240992069,0.083318666
201,3.601894855,0.062101036,3.223252773,0.080269501
202,3.604962111,0.061594587,3.206633329,0.079777382
203,3.596022606,0.062557213,3.272446156,0.081230402
204,3.610531092,0.061648984,3.233425856,0.081536449
205,3.629669189,0.061179757,3.27299428,0.077819899
206,3.607813358,0.0610561,3.214134216,0.079745434
207,3.620493412,0.061153695,3.261725664,0.077612817
208,3.628121853,0.06015474,3.244081497,0.078672767
209,3.61239171,0.060888834,3.257018328,0.078641221
210,3.637972832,0.059810791,3.258113146,0.075933978
211,3.631532669,0.060474228,3.275152922,0.076818459
212,3.656935692,0.059783384,3.280750275,0.076333627
213,3.641263723,0.059649315,3.210519314,0.07922224
214,3.650221825,0.059168376,3.268710375,0.079967685
215,3.662198782,0.059125565,3.258076429,0.076562844
216,3.644865036,0.059543982,3.282752275,0.08007019
217,3.652764082,0.058380265,3.262400389,0.078690261
218,3.678996086,0.057906315,3.245819569,0.078629032
219,3.649529457,0.057943627,3.304382801,0.077066801
220,3.669888258,0.058311988,3.313088179,0.074891828
221,3.670338392,0.058342963,3.311411619,0.074710786
222,3.685031652,0.058394365,3.33778429,0.074002013
223,3.683786631,0.05741721,3.339158297,0.074599326
224,3.69604826,0.05717181,3.319482327,0.07283093
225,3.698333025,0.056721438,3.349566698,0.074224003
226,3.692848206,0.056808047,3.297388077,0.077547133
227,3.728590012,0.056578565,3.371634007,0.073406756
228,3.711203098,0.05631499,3.311543703,0.074510507
229,3.725486517,0.055890992,3.322063446,0.07411024
230,3.710886478,0.05631851,3.288874388,0.073120154
231,3.720976353,0.055960163,3.308815002,0.073785245
232,3.737744331,0.055421993,3.347826004,0.073714055
233,3.719413519,0.055469226,3.32857275,0.070985489
234,3.735772371,0.054694101,3.348957539,0.075818613
235,3.744973183,0.055191327,3.338624239,0.071205065
236,3.74982667,0.054807834,3.331343174,0.073921897
237,3.756237507,0.054124605,3.331202984,0.076812141
238,3.767310143,0.053785995,3.371222734,0.074684277
239,3.763927221,0.053806387,3.372059584,0.069492705
240,3.765719414,0.053984214,3.40590477,0.073425546
241,3.77315712,0.054674353,3.346443176,0.075245805
242,3.763239861,0.053748503,3.36286974,0.072538905
243,3.788079023,0.053620119,3.427857876,0.073000178
244,3.802919626,0.052770671,3.379205704,0.073739305
245,3.785061598,0.053526863,3.389802456,0.070318207
246,3.783556938,0.052514348,3.375226498,0.07401152
247,3.802326441,0.05239708,3.471158981,0.071797438
248,3.804876328,0.052385315,3.362228394,0.072420478
249,3.805375099,0.051825155,3.39023447,0.073760495
250,3.823051453,0.051920619,3.45199132,0.070343897
251,3.82612586,0.051908173,3.443073988,0.07049866
252,3.830223799,0.051767845,3.415872574,0.07147117
253,3.818287134,0.051675238,3.400278568,0.0734322
254,3.855371475,0.050871693,3.42066884,0.070060678
255,3.829637527,0.051510807,3.451051712,0.072629929
256,3.827015162,0.051340051,3.448335171,0.071798347
257,3.826730013,0.051081214,3.424612522,0.070832126
258,3.851550102,0.050363231,3.459473848,0.069362596
259,3.846994638,0.049983505,3.451708555,0.071496949
260,3.851928711,0.050609861,3.498559237,0.067908078
261,3.856197596,0.049732238,3.438841343,0.071639016
262,3.86795187,0.050229002,3.478088856,0.07023444
263,3.861615658,0.04995729,3.45763278,0.067302898
264,3.870373011,0.050074089,3.494750977,0.067599736
265,3.864103794,0.04915984,3.47256279,0.073696837
266,3.874230623,0.049068168,3.503378391,0.066025004
267,3.884236336,0.048988212,3.441283703,0.069797412
268,3.889984846,0.048929576,3.461616039,0.067813613
269,3.881141901,0.049154434,3.421214342,0.070304252
270,3.893815994,0.048439287,3.491104603,0.069441088
271,3.901179552,0.048821468,3.494066238,0.067189649
272,3.906146288,0.048441507,3.554095507,0.07138516
273,3.891330242,0.048022557,3.482811451,0.069266133
274,3.929951429,0.047542233,3.480261326,0.066489823
275,3.907130718,0.04758257,3.501864672,0.067491874
276,3.91552043,0.047484413,3.511323214,0.067842156
277,3.917494774,0.04742704,3.582005978,0.066838421
278,3.916369438,0.046954382,3.51490593,0.067503527
279,3.932483435,0.047237128,3.516593933,0.068693966
280,3.948601961,0.046433128,3.553122044,0.064969763
281,3.92735076,0.047236882,3.499581099,0.066283658
282,3.963391781,0.04690003,3.523361683,0.068408623
283,3.950199842,0.046145402,3.549378157,0.066595793
284,3.961000681,0.046116296,3.549571276,0.065126926
285,3.976454496,0.046762943,3.554901123,0.066422984
286,3.964035034,0.045755874,3.606511593,0.068752266
287,3.957996845,0.045391966,3.561635256,0.065841541
288,3.983930111,0.045535892,3.558445454,0.064985014
289,3.976677656,0.045114487,3.554178238,0.066330299
290,3.994790077,0.04476884,3.55475235,0.0658314
291,3.990576744,0.045041591,3.536252499,0.06329897
292,3.9925735,0.045252863,3.609463453,0.064675197
293,3.994442225,0.045143951,3.572814465,0.071694054
294,4.018720627,0.044577457,3.570792437,0.0670311
295,4.009660244,0.044349864,3.549439192,0.066473871
296,3.975915432,0.044684585,3.598511219,0.062486429
297,4.000845909,0.044529125,3.595808506,0.065304548
298,4.020693779,0.044421773,3.671346664,0.065695986
299,4.031094074,0.043959521,3.634922743,0.062765315
300,4.039057255,0.043957926,3.600457668,0.065163702
301,4.005349159,0.043781005,3.621771574,0.066731118
302,4.027941704,0.043264676,3.544041395,0.069936253
303,4.036595345,0.043172173,3.627571106,0.062911265
304,4.042458057,0.043239783,3.578793764,0.066397212
305,4.047791958,0.043399323,3.618700743,0.063024417
306,4.058653355,0.042980347,3.672639847,0.064472139
307,4.043355465,0.042779468,3.658790588,0.061490506
308,4.065316677,0.043085922,3.618801832,0.065723345
309,4.070462227,0.04246572,3.678857327,0.063460045
310,4.064447403,0.042555634,3.693096638,0.063365474
311,4.055273056,0.042303309,3.630048752,0.06427402
312,4.054197788,0.042546436,3.658655643,0.064673096
313,4.10819912,0.041838735,3.693657637,0.059968032
314,4.108232021,0.041507903,3.641050339,0.063963138
315,4.07358408,0.04203793,3.685522079,0.061070181
316,4.094531536,0.042183165,3.614184141,0.063150048
317,4.105038643,0.041308656,3.693270922,0.059800219
318,4.104018688,0.040915955,3.649255276,0.060679503
319,4.080954075,0.041571531,3.693336487,0.060533203
320,4.094827652,0.041307263,3.72769928,0.062901698
321,4.115453243,0.040758025,3.669338703,0.061053585
322,4.098003864,0.040396985,3.720685482,0.061523765
323,4.111109734,0.04041766,3.698686123,0.0628938
324,4.144530296,0.040355936,3.728369236,0.059501559
325,4.162414074,0.039913226,3.743555546,0.063086413
326,4.153681278,0.040210679,3.6912148,0.062689915
327,4.137609482,0.040342722,3.752395153,0.060669959
328,4.125425339,0.039912701,3.711511135,0.063551202
329,4.149357796,0.039700873,3.755089998,0.060217969
330,4.146810055,0.040372334,3.730978012,0.061186783
331,4.137535095,0.039653283,3.791305542,0.064172365
332,4.16405344,0.039489802,3.720867634,0.06246854
333,4.142279148,0.039236605,3.712548733,0.061724551
334,4.148937225,0.039695021,3.727242947,0.059030004
335,4.16176939,0.039554551,3.756163359,0.058983423
336,4.179428101,0.038785219,3.739878178,0.059668303
337,4.212008476,0.038819849,3.759053707,0.058670115
338,4.174559116,0.038869895,3.801338196,0.059243809
339,4.199688911,0.039307736,3.733929396,0.062542707
340,4.194994926,0.038671251,3.736597776,0.060282368
341,4.207708359,0.038112801,3.795000553,0.059251625
342,4.205938816,0.038481802,3.720043659,0.060054909
343,4.227130413,0.037274171,3.799276352,0.058883827
344,4.202745914,0.037726194,3.790206194,0.060100019
345,4.207377434,0.037714198,3.801143169,0.060843319
346,4.224072456,0.03759731,3.794911861,0.058589589
347,4.231441021,0.037034642,3.767170429,0.056555443
348,4.214946747,0.037603144,3.798221111,0.054878384
349,4.22177124,0.037226614,3.816974163,0.058649682
350,4.217804909,0.037059914,3.796428204,0.059541333
351,4.248596668,0.036889721,3.859948397,0.058009811
352,4.241975784,0.037381746,3.828617096,0.059460569
353,4.235753536,0.037312403,3.82459259,0.058701348
354,4.24095726,0.037233751,3.846256733,0.057187188
355,4.264363289,0.036296859,3.823965549,0.057508983
356,4.245268345,0.03669716,3.777252913,0.057953976
357,4.246906281,0.037032772,3.82204628,0.060607769
358,4.258487701,0.036982741,3.866107941,0.05781009
359,4.281863213,0.035325956,3.863329411,0.057221312
360,4.26267004,0.036196306,3.843243837,0.062352784
361,4.247032166,0.036446918,3.823192596,0.05802387
362,4.268158913,0.035996273,3.816271305,0.058349472
363,4.263728142,0.036118232,3.909584045,0.056604631
364,4.281201363,0.035793401,3.848866224,0.057301451
365,4.275612831,0.035997044,3.804824829,0.058960557
366,4.278578281,0.035314176,3.888869762,0.057181198
367,4.293328285,0.035196558,3.864764452,0.0587162
368,4.303878784,0.03525399,3.91412425,0.054508954
369,4.286402702,0.035130475,3.866788864,0.056693543
370,4.302403927,0.035193775,3.870271206,0.058268685
371,4.322689056,0.034799591,3.903563738,0.053007655
372,4.324293137,0.034779236,3.910151243,0.06023537
373,4.307103157,0.035175301,3.883275986,0.0568537
374,4.308398247,0.034264524,3.905682802,0.055739373
375,4.330257416,0.03408413,3.914866686,0.056393526
376,4.331941128,0.034372184,3.94077611,0.057956226
377,4.363538742,0.033907358,3.929225922,0.057216078
378,4.334450245,0.034090895,3.894232512,0.057203822
379,4.348565578,0.033996809,3.918644428,0.053501479
380,4.343440056,0.034030281,3.930902004,0.054439604
381,4.35000658,0.03412265,3.919673204,0.056165665
382,4.335348129,0.033971559,3.953129292,0.057477705
383,4.348907471,0.034067404,3.929498196,0.057689507
384,4.387649536,0.033160895,3.972382069,0.053457417
385,4.360142231,0.033780836,3.926547289,0.057588261
386,4.380015373,0.03309419,3.964021683,0.056803115
387,4.3682127,0.03290939,3.991087675,0.056810457
388,4.396175385,0.032433793,3.959867954,0.055213362
389,4.383336067,0.032926548,3.919947147,0.05672
390,4.404069424,0.032423962,3.981212616,0.05348926
391,4.401083469,0.03256629,3.946155071,0.054261763
392,4.405903816,0.032780983,4.001860619,0.058719777
393,4.402265549,0.032350395,3.982180119,0.056923132
394,4.407330513,0.032655947,3.981604099,0.054653447
395,4.42873764,0.032484606,3.944927216,0.055349845
396,4.426995754,0.032011017,3.975026608,0.054739255
397,4.411238194,0.032343861,4.048483849,0.050594132
398,4.422472477,0.032003269,3.989233494,0.05466608
399,4.420702457,0.031645194,4.008347034,0.054061659
400,4.435217381,0.031483155,3.966296434,0.05625109
401,4.431564808,0.031655461,3.983906984,0.056247003
402,4.445428371,0.031381682,3.990210295,0.055907797
403,4.460140228,0.031419981,4.018398762,0.053189676
404,4.460317135,0.030967787,4.005363464,0.056189872
405,4.456841946,0.0311165,4.031520367,0.052963771
406,4.445333481,0.031534012,4.021180153,0.051402904
407,4.480167389,0.031556435,4.040745735,0.051104266
408,4.479002953,0.030552488,4.024899483,0.051994376
409,4.502667904,0.030678649,4.065488338,0.052379422
410,4.487392426,0.030985365,4.027907372,0.054047823
411,4.491910934,0.030936256,4.070759773,0.055891562
412,4.478979588,0.031014733,4.038555622,0.053702433
413,4.502495289,0.030172499,4.023534298,0.057011019
414,4.493610382,0.030710516,4.03619051,0.053848237
415,4.513361454,0.030209169,4.044763565,0.054804832
416,4.506380558,0.030262733,4.067941666,0.052926593
417,4.514560699,0.030104754,4.05861187,0.053572875
418,4.519051552,0.03019692,4.069518089,0.050772853
419,4.509730339,0.030283287,4.094401836,0.053226579
420,4.499323368,0.030478261,4.078746796,0.053271316
421,4.516202927,0.029714175,4.12665081,0.052615441
422,4.519536018,0.029637326,4.075562477,0.050077267
423,4.538737297,0.029909926,4.105296135,0.055578679
424,4.532086372,0.029594576,4.124777794,0.05356431
425,4.53391552,0.030121047,4.079902172,0.05131942
426,4.549789906,0.029550008,4.139211178,0.051401526
427,4.531898499,0.029316815,4.15378809,0.050730444
428,4.547821522,0.029427137,4.146269798,0.050885014
429,4.544910431,0.02904582,4.114909649,0.051406164
430,4.547772408,0.029356064,4.141402721,0.053431876
431,4.554104805,0.029445015,4.122851372,0.053704329
432,4.577180386,0.029042542,4.092902184,0.054026663
433,4.568621635,0.028606603,4.116724968,0.052854288
434,4.600367069,0.028808264,4.179783821,0.050183259
435,4.587637424,0.028624816,4.173342705,0.05090072
436,4.609115601,0.02822154,4.137548923,0.052368812
437,4.600704193,0.028791187,4.191287041,0.050779969
438,4.588515759,0.028448053,4.143362999,0.054340154
439,4.598647594,0.028813226,4.151326656,0.053716809
440,4.597918987,0.028502142,4.168406487,0.04989684
441,4.578587532,0.028326211,4.156344414,0.051993363
442,4.614198208,0.028117828,4.170552254,0.05406031
443,4.614715576,0.028226282,4.199137211,0.048504539
444,4.611370087,0.027909094,4.124134064,0.055291414
445,4.617005825,0.027854741,4.095154762,0.058049046
446,4.632353306,0.028072905,4.174749851,0.049937703
447,4.604543209,0.027511979,4.189105988,0.05146578
448,4.630532742,0.02760081,4.165830135,0.051265705
449,4.647474289,0.026989181,4.203445911,0.050288241
450,4.62996912,0.028055286,4.200469494,0.052938808
451,4.646411419,0.027898449,4.210027695,0.050189339
452,4.646247387,0.027571242,4.221826077,0.052138954
453,4.666922092,0.026790349,4.233770847,0.051664848
454,4.649221897,0.026803801,4.21205616,0.051386278
455,4.677262783,0.02767266,4.258252144,0.050708972
456,4.667732716,0.026799109,4.268390656,0.048558373
457,4.654421329,0.026869882,4.270325661,0.050134558
458,4.673876762,0.02636794,4.207447052,0.052298196
459,4.648454666,0.026760295,4.251252174,0.052193891
460,4.713022232,0.02682776,4.233691216,0.051358294
461,4.699136257,0.026137618,4.248491764,0.049993526
462,4.705287457,0.026111851,4.282485008,0.047887146
463,4.707197666,0.025874529,4.264030457,0.049185388
464,4.709628105,0.026199168,4.292546272,0.048591256
465,4.695037365,0.026655411,4.26951313,0.048644345
466,4.709796429,0.026196029,4.288139343,0.047618967
467,4.71690464,0.0254525,4.294316292,0.049701586
468,4.717242241,0.025722777,4.295183182,0.047781058
469,4.726270199,0.025807185,4.254014969,0.049479567
470,4.704805374,0.025521098,4.259318829,0.053360272
471,4.717474461,0.025147652,4.276019096,0.051203936
472,4.733192444,0.025357304,4.261828423,0.049463335
473,4.745326996,0.026011081,4.305696011,0.050679136
474,4.734436035,0.025758259,4.32703352,0.045790486
475,4.755767345,0.02582366,4.317887306,0.046871904
476,4.737351894,0.025189994,4.267893314,0.049839661
477,4.773251534,0.025103487,4.352231026,0.044292562
478,4.754987717,0.025131729,4.300190449,0.048291121
479,4.781173229,0.025438612,4.306316376,0.050299674
480,4.773906231,0.024558939,4.352007389,0.049504582
481,4.774010181,0.024699898,4.324989796,0.04684785
482,4.784933567,0.024915712,4.294323921,0.053445905
483,4.785224438,0.024789089,4.315747261,0.052118875
484,4.770982742,0.024282895,4.340670586,0.050824612
485,4.801233768,0.025096852,4.345602989,0.04884959
486,4.810268402,0.024199871,4.38326931,0.050684016
487,4.787677765,0.024470378,4.346108437,0.051522709
488,4.801983833,0.024456171,4.359298706,0.049907859
489,4.830438137,0.024065774,4.35965538,0.046659429
490,4.788741112,0.024239754,4.339841366,0.050872795
491,4.83089447,0.023467729,4.366374016,0.050922703
492,4.814088821,0.024433091,4.343815327,0.04805287
493,4.812441826,0.023775876,4.394402504,0.046840377
494,4.830843449,0.023991818,4.363804817,0.050645269
495,4.845096588,0.023802841,4.356003761,0.048611026
496,4.857069492,0.023740655,4.372096062,0.048190195
497,4.83230257,0.023399292,4.374508858,0.049681433
498,4.874093056,0.023792775,4.424751759,0.048888117
499,4.841959953,0.02397074,4.400655746,0.044867728
0,4.869109631,0.023456778,4.38304615,0.049042892
1,4.836803436,0.023637598,4.430710793,0.044981226
2,4.855203629,0.023229295,4.443226814,0.045857117
3,4.885618687,0.022712953,4.398902893,0.047694813
4,4.88519907,0.023695536,4.362259865,0.0504102
5,4.872641087,0.023483086,4.439969063,0.04697388
6,4.881507874,0.023255181,4.438665867,0.046818089
7,4.861936569,0.023437204,4.421542645,0.050435811
8,4.882933617,0.022746369,4.439085484,0.047603544
9,4.891072273,0.022342794,4.444922447,0.0475429
10,4.874931812,0.022917889,4.467332363,0.046565261
11,4.913518906,0.022621155,4.417164803,0.048031326
12,4.889539719,0.022680063,4.461636066,0.048162982
13,4.917644024,0.022899186,4.425715446,0.049274262
14,4.892598152,0.022701424,4.461221218,0.048135895
15,4.936644554,0.022390136,4.476063728,0.046501864
16,4.924162388,0.02285186,4.535552979,0.045891516
17,4.947568893,0.022315014,4.523022175,0.04795368
18,4.938883305,0.02260381,4.51808691,0.047352247
19,4.92695713,0.022549791,4.480820656,0.04640279
20,4.924181938,0.022306578,4.430143833,0.048905529
21,4.954047203,0.022217311,4.479935646,0.048222706
22,4.939196587,0.022261251,4.568444252,0.045286637
23,4.921937943,0.02225332,4.51188755,0.044669919
24,4.944967747,0.022299016,4.469988346,0.050745301
25,4.977752209,0.020999976,4.541014671,0.04593556
26,4.958140373,0.02188384,4.499939919,0.048902333
27,4.96724081,0.021612003,4.516757011,0.046865877
28,4.958457947,0.02223465,4.550660133,0.043635897
29,4.977915764,0.02169387,4.524411678,0.046905972
30,4.965571404,0.021642858,4.512331009,0.048724275
31,4.958657742,0.021446163,4.526343346,0.047981028
32,4.991897106,0.021314366,4.574831963,0.043941882
33,4.967128277,0.021518366,4.520087242,0.050407372
34,4.986001015,0.022197263,4.602711678,0.044949077
35,5.015653133,0.021186119,4.569559097,0.045337629
