epoch,binary_crossentropy,loss,val_binary_crossentropy,val_loss
36,5.024573803,0.021858098,4.575616837,0.044157617
37,5.00902462,0.020936819,4.551589966,0.047503628
38,5.015977383,0.021245804,4.632248878,0.042152658
39,5.009006977,0.020851256,4.528716087,0.044990681
40,5.026114464,0.020857161,4.633518696,0.044589784
41,5.053906441,0.020707522,4.617171764,0.044744983
42,5.028093338,0.020989403,4.556556225,0.047017906
43,5.035366535,0.021025121,4.564217567,0.044502083
44,5.043434143,0.020229204,4.597782135,0.043676835
45,5.042024136,0.020925827,4.635094643,0.043927815
46,5.046494007,0.020263193,4.58938694,0.044229545
47,5.051970482,0.020515772,4.618929863,0.043728262
48,5.067632675,0.02038328,4.591822147,0.046040513
49,5.034231663,0.020681823,4.59761095,0.045574214
50,5.029659271,0.02027012,4.60696125,0.044381689
51,5.052517891,0.020467799,4.655087948,0.044022407
52,5.054849625,0.020276107,4.616501331,0.045803837
53,5.057003021,0.020508206,4.650375843,0.042835403
54,5.076917648,0.020093272,4.620405674,0.045147751
55,5.077284336,0.020239037,4.641083717,0.042170592
56,5.107784271,0.019834617,4.64712286,0.04341561
57,5.068078518,0.020382138,4.66281414,0.045987397
58,5.091965675,0.019909255,4.61767149,0.044070572
59,5.111923695,0.019597052,4.668039799,0.045918342
60,5.092220306,0.019838516,4.698271751,0.042500876
61,5.104141712,0.019709282,4.644786358,0.044282407
62,5.113045692,0.019513642,4.671843529,0.043861151
63,5.108785629,0.01988796,4.66261673,0.041854434
64,5.111383915,0.019539608,4.695333958,0.044682492
65,5.129567146,0.019763906,4.646463871,0.047064118
66,5.148980618,0.020053273,4.722532272,0.04598831
67,5.117398262,0.019198686,4.712109566,0.040304374
68,5.121011257,0.019710941,4.704627514,0.042812854
69,5.145067692,0.019285355,4.727788925,0.043031417
70,5.147447109,0.019041298,4.673939228,0.046756066
71,5.143997669,0.01935263,4.743578911,0.044543665
72,5.147950649,0.01899185,4.726508141,0.042909618
73,5.164258957,0.018672286,4.713161945,0.04472629
74,5.16425705,0.01930939,4.692215919,0.044335939
75,5.163781643,0.018721029,4.695302486,0.043747611
76,5.165438175,0.019188948,4.759917259,0.043793641
77,5.16800499,0.018722685,4.728196621,0.044651788
78,5.182398796,0.019122617,4.73019886,0.04510165
79,5.152605057,0.018998034,4.753838062,0.042903699
80,5.1518507,0.018974444,4.717352867,0.045302209
81,5.178918362,0.01867993,4.766441822,0.039942496
82,5.179136276,0.018751491,4.773249626,0.042231821
83,5.187610626,0.018480044,4.738834381,0.042853914
84,5.203522205,0.018788477,4.772866726,0.042014573
85,5.215918541,0.018453719,4.72982645,0.04277996
86,5.213285446,0.018527597,4.777166367,0.043920867
87,5.223240376,0.018549694,4.802045822,0.040540315
88,5.238935471,0.018433532,4.78083992,0.040569503
89,5.202202797,0.01843462,4.735360622,0.043710046
90,5.219819546,0.018524919,4.76773119,0.044025671
91,5.218877792,0.01835358,4.780514717,0.045266185
92,5.239019394,0.018508742,4.757428169,0.044710819
93,5.228415489,0.017955195,4.820568562,0.040321477
94,5.241093159,0.018298524,4.809331894,0.041487873
95,5.257350445,0.018156368,4.820012093,0.04260955
96,5.254545689,0.017805634,4.828116417,0.041188009
97,5.250218391,0.018277308,4.796582222,0.040037092
98,5.251327515,0.017945468,4.817085743,0.040367853
99,5.268997192,0.017772062,4.789469719,0.041496433
0,5.264219761,0.017917359,4.792760372,0.04364742
1,5.2787714,0.017555408,4.829704762,0.040236492
2,5.271279812,0.017344432,4.83982563,0.041380595
3,5.28056097,0.017861692,4.798453808,0.044994708
4,5.280901909,0.017389825,4.835176945,0.042051885
5,5.269585133,0.017632432,4.804381371,0.045177862
6,5.301208973,0.017425032,4.831782818,0.040694829
7,5.297023773,0.017589433,4.829399586,0.045244932
8,5.300842762,0.017613947,4.825610638,0.046383239
9,5.298204422,0.017775416,4.864649773,0.040978752
10,5.293869495,0.017511442,4.876803398,0.041616444
11,5.344762802,0.017336249,4.873133183,0.042045571
12,5.305653095,0.017256312,4.863276482,0.041880645
13,5.343163013,0.017307404,4.907269001,0.039867338
14,5.342744827,0.017164735,4.894186497,0.040961388
15,5.344196796,0.017311713,4.895830154,0.041857526
16,5.328094959,0.017521515,4.885552883,0.040919837
17,5.33271122,0.016590768,4.890398979,0.041531447
18,5.350950718,0.01713842,4.910681248,0.042382009
19,5.335708141,0.017416175,4.894605637,0.042943425
20,5.348954678,0.016973745,4.898705959,0.040529389
21,5.359122276,0.017137416,4.881400108,0.040906299
22,5.359450817,0.016550196,4.910235405,0.041615881
23,5.366005898,0.016829906,4.936882496,0.042159531
24,5.366401196,0.017004978,4.908010006,0.0403575
25,5.363673687,0.016559815,4.913029671,0.04138986
26,5.373163223,0.016556202,4.944448471,0.041276075
27,5.378069401,0.016857622,4.937566757,0.042381637
28,5.384981155,0.016951792,4.923827171,0.043448281
29,5.387146473,0.016585199,4.963086128,0.041247897
30,5.419810772,0.016299011,4.940565586,0.041271411
31,5.392563343,0.016709147,4.971850872,0.042044319
32,5.398258686,0.016126134,4.948101521,0.044354938
33,5.404955864,0.016271774,4.975214481,0.041460991
34,5.422224522,0.016199375,4.950314999,0.042156957
35,5.415472031,0.016147302,4.93428278,0.041669294
36,5.432293892,0.016464213,4.966748238,0.040310226
37,5.443021774,0.016333455,4.95240593,0.042825349
38,5.442866802,0.015638525,5.011633873,0.039903421
39,5.442035675,0.016047105,4.97507143,0.039925002
40,5.471456528,0.015953803,4.969822407,0.042090911
41,5.4352355,0.016089875,5.026659489,0.04176737
42,5.435966969,0.015642744,4.999287128,0.040650219
43,5.465844631,0.015560348,5.018507004,0.040968738
44,5.454166889,0.015621442,5.031105995,0.038599819
45,5.459429264,0.015566585,5.011403561,0.039897278
46,5.448101044,0.016076259,5.028887749,0.038040005
47,5.472516537,0.015785759,5.029353142,0.039523125
48,5.482066631,0.01572727,5.035414219,0.040705424
49,5.477036953,0.015775884,5.060925484,0.039794154
50,5.471763134,0.015767507,5.011309147,0.04179341
51,5.49055481,0.015670381,5.027166843,0.041950781
52,5.494190693,0.015527968,5.057623863,0.038950078
53,5.480319977,0.015685657,5.070637703,0.0396896
54,5.480829239,0.015341819,5.067446709,0.039913837
55,5.515014648,0.015111412,5.018250465,0.043869514
56,5.496580601,0.015572182,5.034934521,0.041609563
57,5.497551441,0.015141818,5.071077347,0.039735734
58,5.50903511,0.015091547,5.077544689,0.039906278
59,5.507808685,0.015526147,5.088242531,0.040504877
60,5.514685154,0.015695604,5.080206871,0.040892847
61,5.522510529,0.015232051,5.027642727,0.041305773
62,5.530395031,0.015167646,5.039723396,0.04296514
63,5.561923027,0.015433725,5.097937584,0.040345818
64,5.558344841,0.015314472,5.091432095,0.044086862
65,5.537779331,0.015200652,5.117875099,0.037463702
66,5.544310093,0.014934911,5.074030876,0.040573969
67,5.57627821,0.014929717,5.085754395,0.041867591
68,5.548010826,0.01531617,5.121438503,0.039073084
69,5.575498581,0.014714607,5.118835449,0.040004693
70,5.563894749,0.014502311,5.138760567,0.040115099
71,5.573922634,0.014926463,5.113833904,0.041402496
72,5.573482513,0.015041649,5.095789909,0.040464308
73,5.577599525,0.01467922,5.15119648,0.03722351
74,5.607876778,0.014793644,5.156392097,0.039134853
75,5.595277309,0.015128497,5.160937309,0.038021032
76,5.614165783,0.014521044,5.103281975,0.041064706
77,5.560779572,0.014683106,5.148262978,0.041618537
78,5.603712559,0.014630836,5.152946472,0.039205946
79,5.607896328,0.014465593,5.174501896,0.039052125
80,5.621988297,0.014360785,5.177572727,0.038210187
81,5.596361637,0.014135245,5.163673401,0.040199976
82,5.621130943,0.014673325,5.167775631,0.039075352
83,5.618621826,0.014430697,5.204107285,0.038238775
84,5.643246651,0.014347276,5.181708336,0.037807979
85,5.638397694,0.013852477,5.164672852,0.041403253
86,5.641078472,0.014298256,5.163835526,0.039535921
87,5.654569626,0.014367962,5.192004681,0.041329369
88,5.627530575,0.014569694,5.203479767,0.039652605
89,5.652103424,0.014244849,5.242993355,0.037151285
90,5.646425247,0.014413669,5.20793581,0.039129417
91,5.686843872,0.014447796,5.214793205,0.04120408
92,5.683670044,0.014283133,5.162978649,0.042588152
93,5.671396255,0.014208981,5.215752602,0.040225804
94,5.69492054,0.014291488,5.247256756,0.035610251
95,5.657799721,0.013567946,5.222248077,0.040487904
96,5.67297411,0.013951675,5.239365101,0.039206587
97,5.679593563,0.013819286,5.219986439,0.039905872
98,5.686280727,0.014054743,5.240958691,0.036607806
99,5.685391426,0.013261739,5.236916065,0.039730512
